+0.008690,-0.998576,+0.998614,+3.132890
-0.000065,+0.003710,+0.003710,-0.017405
-0.000054,+0.002070,+0.002071,-0.026107
-0.000052,+0.001481,+0.001482,-0.034810
-0.000049,+0.001137,+0.001138,-0.043512
-0.000050,+0.000951,+0.000953,-0.052215
-0.000048,+0.000785,+0.000786,-0.060917
-0.000049,+0.000704,+0.000706,-0.069620
-0.000047,+0.000603,+0.000605,-0.078322
-0.000049,+0.000560,+0.000562,-0.087025
-0.000047,+0.000489,+0.000491,-0.095727
-0.000049,+0.000465,+0.000467,-0.104430
-0.000044,+0.000390,+0.000393,-0.113132
-0.000049,+0.000401,+0.000404,-0.121835
-0.000055,+0.000417,+0.000421,-0.130537
-0.000048,+0.000346,+0.000349,-0.139240
-0.000051,+0.000343,+0.000347,-0.147942
-0.000048,+0.000305,+0.000309,-0.156645
-0.000045,+0.000271,+0.000275,-0.165347
-0.000048,+0.000276,+0.000280,-0.174049
-0.000047,+0.000253,+0.000257,-0.182752
-0.000048,+0.000249,+0.000253,-0.191454
-0.000038,+0.000188,+0.000192,-0.200157
-0.000050,+0.000235,+0.000240,-0.208859
-0.000057,+0.000259,+0.000265,-0.217562
-0.000048,+0.000209,+0.000215,-0.226264
-0.000048,+0.000199,+0.000204,-0.234967
-0.000049,+0.000196,+0.000202,-0.243669
-0.000053,+0.000205,+0.000211,-0.252372
-0.000048,+0.000180,+0.000186,-0.261074
-0.000047,+0.000170,+0.000176,-0.269777
-0.000049,+0.000170,+0.000177,-0.278479
-0.000052,+0.000175,+0.000183,-0.287182
-0.000047,+0.000155,+0.000162,-0.295884
-0.000039,+0.000123,+0.000129,-0.304587
-0.000049,+0.000152,+0.000160,-0.313289
-0.000047,+0.000141,+0.000148,-0.321991
-0.000049,+0.000143,+0.000152,-0.330694
-0.000047,+0.000132,+0.000140,-0.339396
-0.000050,+0.000139,+0.000147,-0.348099
-0.000057,+0.000154,+0.000164,-0.356801
-0.000049,+0.000127,+0.000136,-0.365504
-0.000055,+0.000140,+0.000151,-0.374206
-0.000049,+0.000122,+0.000131,-0.382909
-0.000065,+0.000157,+0.000170,-0.391611
-0.000045,+0.000106,+0.000115,-0.400314
-0.000043,+0.000098,+0.000107,-0.409016
-0.000048,+0.000107,+0.000118,-0.417719
-0.000048,+0.000107,+0.000117,-0.426421
-0.000046,+0.000098,+0.000108,-0.435124
-0.000025,+0.000053,+0.000059,-0.443826
-0.000053,+0.000110,+0.000122,-0.452529
-0.000054,+0.000108,+0.000121,-0.461231
-0.000052,+0.000102,+0.000115,-0.469934
-0.000069,+0.000133,+0.000150,-0.478636
-0.000047,+0.000088,+0.000099,-0.487338
-0.000055,+0.000102,+0.000115,-0.496041
-0.000048,+0.000086,+0.000098,-0.504743
-0.000060,+0.000106,+0.000121,-0.513446
-0.000044,+0.000077,+0.000089,-0.522148
-0.000042,+0.000072,+0.000084,-0.530851
-0.000049,+0.000082,+0.000096,-0.539553
-0.000062,+0.000101,+0.000118,-0.548256
-0.000044,+0.000070,+0.000083,-0.556958
-0.000048,+0.000076,+0.000090,-0.565661
-0.000044,+0.000068,+0.000082,-0.574363
-0.000044,+0.000066,+0.000079,-0.583066
-0.000044,+0.000065,+0.000078,-0.591768
-0.000028,+0.000040,+0.000049,-0.600471
-0.000052,+0.000074,+0.000091,-0.609173
-0.000061,+0.000085,+0.000105,-0.617876
-0.000039,+0.000055,+0.000067,-0.626578
-0.000016,+0.000022,+0.000027,-0.635281
-0.000053,+0.000071,+0.000089,-0.643983
-0.000049,+0.000064,+0.000080,-0.652685
-0.000045,+0.000058,+0.000074,-0.661388
-0.000024,+0.000030,+0.000039,-0.670090
-0.000056,+0.000069,+0.000089,-0.678793
-0.000053,+0.000064,+0.000083,-0.687495
-0.000049,+0.000059,+0.000077,-0.696198
-0.000048,+0.000057,+0.000075,-0.704900
-0.000046,+0.000053,+0.000070,-0.713603
-0.000026,+0.000030,+0.000040,-0.722305
-0.000057,+0.000063,+0.000085,-0.731008
-0.000046,+0.000051,+0.000069,-0.739710
-0.000057,+0.000061,+0.000083,-0.748413
-0.000063,+0.000067,+0.000092,-0.757115
-0.000048,+0.000050,+0.000070,-0.765818
-0.000050,+0.000051,+0.000071,-0.774520
-0.000050,+0.000051,+0.000071,-0.783223
-0.000050,+0.000050,+0.000071,-0.791925
-0.000050,+0.000048,+0.000069,-0.800627
-0.000041,+0.000040,+0.000057,-0.809330
-0.000058,+0.000054,+0.000079,-0.818032
-0.000064,+0.000059,+0.000086,-0.826735
-0.000054,+0.000049,+0.000072,-0.835437
-0.000076,+0.000067,+0.000101,-0.844140
-0.000041,+0.000036,+0.000054,-0.852842
-0.000047,+0.000040,+0.000062,-0.861545
-0.000049,+0.000041,+0.000064,-0.870247
-0.000050,+0.000041,+0.000065,-0.878950
-0.000056,+0.000045,+0.000072,-0.887652
-0.000079,+0.000063,+0.000101,-0.896355
-0.000038,+0.000030,+0.000048,-0.905057
-0.000046,+0.000036,+0.000058,-0.913760
-0.000052,+0.000039,+0.000065,-0.922462
-0.000080,+0.000060,+0.000100,-0.931165
-0.000027,+0.000020,+0.000034,-0.939867
-0.000023,+0.000017,+0.000029,-0.948570
-0.000055,+0.000039,+0.000067,-0.957272
-0.000070,+0.000049,+0.000086,-0.965974
-0.000033,+0.000022,+0.000040,-0.974677
-0.000040,+0.000027,+0.000048,-0.983379
-0.000039,+0.000026,+0.000047,-0.992082
-0.000036,+0.000023,+0.000042,-1.000784
-0.000041,+0.000026,+0.000048,-1.009487
-0.000024,+0.000015,+0.000028,-1.018189
-0.000055,+0.000033,+0.000064,-1.026892
-0.000053,+0.000031,+0.000062,-1.035594
-0.000039,+0.000022,+0.000045,-1.044297
-0.000024,+0.000014,+0.000028,-1.052999
-0.000052,+0.000029,+0.000060,-1.061702
-0.000037,+0.000020,+0.000042,-1.070404
-0.000049,+0.000026,+0.000056,-1.079107
-0.000022,+0.000011,+0.000025,-1.087809
-0.000070,+0.000036,+0.000079,-1.096512
-0.000058,+0.000029,+0.000065,-1.105214
-0.000065,+0.000032,+0.000072,-1.113917
-0.000092,+0.000044,+0.000103,-1.122619
-0.000027,+0.000012,+0.000029,-1.131321
-0.000038,+0.000017,+0.000042,-1.140024
-0.000044,+0.000020,+0.000049,-1.148726
-0.000049,+0.000021,+0.000053,-1.157429
-0.000032,+0.000014,+0.000035,-1.166131
-0.000010,+0.000004,+0.000011,-1.174834
-0.000063,+0.000026,+0.000069,-1.183536
-0.000042,+0.000017,+0.000045,-1.192239
-0.000058,+0.000022,+0.000062,-1.200941
-0.000040,+0.000015,+0.000043,-1.209644
-0.000067,+0.000025,+0.000071,-1.218346
-0.000065,+0.000023,+0.000069,-1.227049
-0.000053,+0.000018,+0.000056,-1.235751
-0.000059,+0.000020,+0.000062,-1.244454
-0.000053,+0.000017,+0.000056,-1.253156
-0.000071,+0.000023,+0.000075,-1.261859
-0.000031,+0.000010,+0.000033,-1.270561
-0.000034,+0.000010,+0.000036,-1.279263
-0.000053,+0.000015,+0.000055,-1.287966
-0.000052,+0.000015,+0.000054,-1.296668
-0.000044,+0.000012,+0.000045,-1.305371
-0.000037,+0.000010,+0.000038,-1.314073
-0.000058,+0.000015,+0.000060,-1.322776
-0.000054,+0.000013,+0.000056,-1.331478
-0.000046,+0.000011,+0.000047,-1.340181
-0.000030,+0.000007,+0.000031,-1.348883
-0.000083,+0.000018,+0.000085,-1.357586
-0.000096,+0.000020,+0.000098,-1.366288
-0.000027,+0.000005,+0.000028,-1.374991
-0.000050,+0.000009,+0.000050,-1.383693
-0.000043,+0.000008,+0.000043,-1.392396
-0.000055,+0.000010,+0.000056,-1.401098
-0.000031,+0.000005,+0.000032,-1.409801
-0.000029,+0.000004,+0.000029,-1.418503
-0.000051,+0.000007,+0.000052,-1.427206
-0.000026,+0.000003,+0.000026,-1.435908
-0.000088,+0.000011,+0.000088,-1.444610
-0.000089,+0.000011,+0.000090,-1.453313
-0.000038,+0.000004,+0.000038,-1.462015
-0.000061,+0.000006,+0.000062,-1.470718
-0.000042,+0.000004,+0.000042,-1.479420
-0.000061,+0.000005,+0.000061,-1.488123
-0.000039,+0.000003,+0.000039,-1.496825
-0.000059,+0.000004,+0.000060,-1.505528
-0.000032,+0.000002,+0.000032,-1.514230
-0.000053,+0.000003,+0.000053,-1.522933
-0.000031,+0.000001,+0.000031,-1.531635
-0.000046,+0.000001,+0.000046,-1.540338
-0.000032,+0.000001,+0.000032,-1.549040
-0.000043,+0.000001,+0.000043,-1.557743
-0.000026,+0.000000,+0.000026,-1.566445
-0.000026,-0.000000,+0.000026,-1.575148
-0.000043,-0.000001,+0.000043,-1.583850
-0.000032,-0.000001,+0.000032,-1.592553
-0.000046,-0.000001,+0.000046,-1.601255
-0.000031,-0.000001,+0.000031,-1.609957
-0.000053,-0.000003,+0.000053,-1.618660
-0.000032,-0.000002,+0.000032,-1.627362
-0.000059,-0.000004,+0.000060,-1.636065
-0.000039,-0.000003,+0.000039,-1.644767
-0.000061,-0.000005,+0.000061,-1.653470
-0.000042,-0.000004,+0.000042,-1.662172
-0.000061,-0.000006,+0.000062,-1.670875
-0.000038,-0.000004,+0.000038,-1.679577
-0.000089,-0.000011,+0.000090,-1.688280
-0.000088,-0.000011,+0.000088,-1.696982
-0.000026,-0.000003,+0.000026,-1.705685
-0.000051,-0.000007,+0.000052,-1.714387
-0.000029,-0.000004,+0.000029,-1.723090
-0.000031,-0.000005,+0.000032,-1.731792
-0.000055,-0.000010,+0.000056,-1.740495
-0.000043,-0.000008,+0.000043,-1.749197
-0.000050,-0.000009,+0.000050,-1.757899
-0.000027,-0.000005,+0.000028,-1.766602
-0.000096,-0.000020,+0.000098,-1.775304
-0.000083,-0.000018,+0.000085,-1.784007
-0.000030,-0.000007,+0.000031,-1.792709
-0.000046,-0.000011,+0.000047,-1.801412
-0.000054,-0.000013,+0.000056,-1.810114
-0.000058,-0.000015,+0.000060,-1.818817
-0.000037,-0.000010,+0.000038,-1.827519
-0.000044,-0.000012,+0.000045,-1.836222
-0.000052,-0.000015,+0.000054,-1.844924
-0.000053,-0.000015,+0.000055,-1.853627
-0.000034,-0.000010,+0.000036,-1.862329
-0.000031,-0.000010,+0.000033,-1.871032
-0.000071,-0.000023,+0.000075,-1.879734
-0.000053,-0.000017,+0.000056,-1.888437
-0.000059,-0.000020,+0.000062,-1.897139
-0.000053,-0.000018,+0.000056,-1.905842
-0.000065,-0.000023,+0.000069,-1.914544
-0.000067,-0.000025,+0.000071,-1.923246
-0.000040,-0.000015,+0.000043,-1.931949
-0.000058,-0.000022,+0.000062,-1.940651
-0.000042,-0.000017,+0.000045,-1.949354
-0.000063,-0.000026,+0.000069,-1.958056
-0.000010,-0.000004,+0.000011,-1.966759
-0.000032,-0.000014,+0.000035,-1.975461
-0.000049,-0.000021,+0.000053,-1.984164
-0.000044,-0.000020,+0.000049,-1.992866
-0.000038,-0.000017,+0.000042,-2.001569
-0.000027,-0.000012,+0.000029,-2.010271
