-0.000092,-0.000044,+0.000103,-2.018974
-0.000065,-0.000032,+0.000072,-2.027676
-0.000058,-0.000029,+0.000065,-2.036379
-0.000070,-0.000036,+0.000079,-2.045081
-0.000022,-0.000011,+0.000025,-2.053784
-0.000049,-0.000026,+0.000056,-2.062486
-0.000037,-0.000020,+0.000042,-2.071189
-0.000052,-0.000029,+0.000060,-2.079891
-0.000024,-0.000014,+0.000028,-2.088593
-0.000039,-0.000022,+0.000045,-2.097296
-0.000053,-0.000031,+0.000062,-2.105998
-0.000055,-0.000033,+0.000064,-2.114701
-0.000024,-0.000015,+0.000028,-2.123403
-0.000041,-0.000026,+0.000048,-2.132106
-0.000036,-0.000023,+0.000042,-2.140808
-0.000039,-0.000026,+0.000047,-2.149511
-0.000040,-0.000027,+0.000048,-2.158213
-0.000033,-0.000022,+0.000040,-2.166916
-0.000070,-0.000049,+0.000086,-2.175618
-0.000055,-0.000039,+0.000067,-2.184321
-0.000023,-0.000017,+0.000029,-2.193023
-0.000027,-0.000020,+0.000034,-2.201726
-0.000080,-0.000060,+0.000100,-2.210428
-0.000052,-0.000039,+0.000065,-2.219131
-0.000046,-0.000036,+0.000058,-2.227833
-0.000038,-0.000030,+0.000048,-2.236535
-0.000079,-0.000063,+0.000101,-2.245238
-0.000056,-0.000045,+0.000072,-2.253940
-0.000050,-0.000041,+0.000065,-2.262643
-0.000049,-0.000041,+0.000064,-2.271345
-0.000047,-0.000040,+0.000062,-2.280048
-0.000041,-0.000036,+0.000054,-2.288750
-0.000076,-0.000067,+0.000101,-2.297453
-0.000054,-0.000049,+0.000072,-2.306155
-0.000064,-0.000059,+0.000086,-2.314858
-0.000058,-0.000054,+0.000079,-2.323560
-0.000041,-0.000040,+0.000057,-2.332263
-0.000050,-0.000048,+0.000069,-2.340965
-0.000050,-0.000050,+0.000071,-2.349668
-0.000050,-0.000051,+0.000071,-2.358370
-0.000050,-0.000051,+0.000071,-2.367073
-0.000048,-0.000050,+0.000070,-2.375775
-0.000063,-0.000067,+0.000092,-2.384478
-0.000057,-0.000061,+0.000083,-2.393180
-0.000046,-0.000051,+0.000069,-2.401882
-0.000057,-0.000063,+0.000085,-2.410585
-0.000026,-0.000030,+0.000040,-2.419287
-0.000046,-0.000053,+0.000070,-2.427990
-0.000048,-0.000057,+0.000075,-2.436692
-0.000049,-0.000059,+0.000077,-2.445395
-0.000053,-0.000064,+0.000083,-2.454097
-0.000056,-0.000069,+0.000089,-2.462800
-0.000024,-0.000030,+0.000039,-2.471502
-0.000045,-0.000058,+0.000074,-2.480205
-0.000049,-0.000064,+0.000080,-2.488907
-0.000053,-0.000071,+0.000089,-2.497610
-0.000016,-0.000022,+0.000027,-2.506312
-0.000039,-0.000055,+0.000067,-2.515015
-0.000061,-0.000085,+0.000105,-2.523717
-0.000052,-0.000074,+0.000091,-2.532420
-0.000028,-0.000040,+0.000049,-2.541122
-0.000044,-0.000065,+0.000078,-2.549825
-0.000044,-0.000066,+0.000079,-2.558527
-0.000044,-0.000068,+0.000082,-2.567229
-0.000048,-0.000076,+0.000090,-2.575932
-0.000044,-0.000070,+0.000083,-2.584634
-0.000062,-0.000101,+0.000118,-2.593337
-0.000049,-0.000082,+0.000096,-2.602039
-0.000042,-0.000072,+0.000084,-2.610742
-0.000044,-0.000077,+0.000089,-2.619444
-0.000060,-0.000106,+0.000121,-2.628147
-0.000048,-0.000086,+0.000098,-2.636849
-0.000055,-0.000102,+0.000115,-2.645552
-0.000047,-0.000088,+0.000099,-2.654254
-0.000069,-0.000133,+0.000150,-2.662957
-0.000052,-0.000102,+0.000115,-2.671659
-0.000054,-0.000108,+0.000121,-2.680362
-0.000053,-0.000110,+0.000122,-2.689064
-0.000025,-0.000053,+0.000059,-2.697767
-0.000046,-0.000098,+0.000108,-2.706469
-0.000048,-0.000107,+0.000117,-2.715171
-0.000048,-0.000107,+0.000118,-2.723874
-0.000043,-0.000098,+0.000107,-2.732576
-0.000045,-0.000106,+0.000115,-2.741279
-0.000065,-0.000157,+0.000170,-2.749981
-0.000049,-0.000122,+0.000131,-2.758684
-0.000055,-0.000140,+0.000151,-2.767386
-0.000049,-0.000127,+0.000136,-2.776089
-0.000057,-0.000154,+0.000164,-2.784791
-0.000050,-0.000139,+0.000147,-2.793494
-0.000047,-0.000132,+0.000140,-2.802196
-0.000049,-0.000143,+0.000152,-2.810899
-0.000047,-0.000141,+0.000148,-2.819601
-0.000049,-0.000152,+0.000160,-2.828304
-0.000039,-0.000123,+0.000129,-2.837006
-0.000047,-0.000155,+0.000162,-2.845709
-0.000052,-0.000175,+0.000183,-2.854411
-0.000049,-0.000170,+0.000177,-2.863114
-0.000047,-0.000170,+0.000176,-2.871816
-0.000048,-0.000180,+0.000186,-2.880518
-0.000053,-0.000205,+0.000211,-2.889221
-0.000049,-0.000196,+0.000202,-2.897923
-0.000048,-0.000199,+0.000204,-2.906626
-0.000048,-0.000209,+0.000215,-2.915328
-0.000057,-0.000259,+0.000265,-2.924031
-0.000050,-0.000235,+0.000240,-2.932733
-0.000038,-0.000188,+0.000192,-2.941436
-0.000048,-0.000249,+0.000253,-2.950138
-0.000047,-0.000253,+0.000257,-2.958841
-0.000048,-0.000276,+0.000280,-2.967543
-0.000045,-0.000271,+0.000275,-2.976246
-0.000048,-0.000305,+0.000309,-2.984948
-0.000051,-0.000343,+0.000347,-2.993651
-0.000048,-0.000346,+0.000349,-3.002353
-0.000055,-0.000417,+0.000421,-3.011056
-0.000049,-0.000401,+0.000404,-3.019758
-0.000044,-0.000390,+0.000393,-3.028461
-0.000049,-0.000465,+0.000467,-3.037163
-0.000047,-0.000489,+0.000491,-3.045865
-0.000049,-0.000560,+0.000562,-3.054568
-0.000047,-0.000603,+0.000605,-3.063270
-0.000049,-0.000704,+0.000706,-3.071973
-0.000048,-0.000785,+0.000786,-3.080675
-0.000050,-0.000951,+0.000953,-3.089378
-0.000049,-0.001137,+0.001138,-3.098080
-0.000052,-0.001481,+0.001482,-3.106783
-0.000054,-0.002070,+0.002071,-3.115485
-0.000065,-0.003710,+0.003710,-3.124188
+0.008690,+0.998576,+0.998614,+0.008702
